id;acronym;status;title;startDate;endDate;totalCost;ecMaxContribution;legalBasis;topics;ecSignatureDate;frameworkProgramme;masterCall;subCall;fundingScheme;nature;objective;contentUpdateDate;rcn
893282;MM-CAHF;SIGNED;Combinatorial aspects of Heegaard Floer homology for knots and links;01.09.21;31.08.23;139850.88;139850.88;;MSCA-IF-2019;;H2020;;H2020-MSCA-IF-2019;MSCA-IF-EF-RI;;The action's goal is to achieve major advances in Heegaard Floer homology for knots and links. Heegaard Floer homology is a package of powerful invariants for 3-manifolds, and knots and links inside them. Introduced two decades ago, it is now a major research area in low-dimensional topology. To a knot or link in the 3-sphere, together with extra data called `decoration', Heegaard Floer homology associates a bigraded vector space which determines key topological properties of such a knot or link, such as its Alexander polynomial and its Seifert genus. Moreover, given a (decorated) link cobordism between two links, there is a linear map induced between their Heegaard Floer homology. The original definition of Heegaard Floer homology is based on counting pseudo-holomorphic curves in symplectic manifolds, but there exist combinatorial reformulations of the vector spaces associated to decorated knots and links.The proposal consists of three major projects:1) Give a combinatorial reformulation of the Heegaard Floer cobordism maps, to make their computation algorithmic, by extending existing combinatorial definitions of the vector spaces associated to decorated knots and links.2) Extend the most efficient combinatorial reformulation, namely the Kauffman-states functor, from decorated knots to decorated links.3) Define a combinatorial Heegaard Floer invariant for partially decorated links, for which attempts to give an analytic definition seems unfeasible.;20.04.21 00:37;228036
880349;ADVOS;SIGNED;ADVanced Organ Support – Revolution in intensive care for treatment of multiple organ failure;01.12.19;30.04.22;3275055;2292538.5;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-2;SME-2;;60% of intensive care patients die of multiple organ failure (MOF), resulting in a market potential in Western EU of €1.19bn in 13 targeted countries and in the US of €2.05bn. The detoxification organs are nearly always involved in MOF. Therefore, to treat MOF successfully, the vicious cycle of progressing organ failures and increasing toxin accumulation in the body has to be stopped. ADVOS has the potential to revolutionize the therapy of ICU patients worldwide, as it is the first and only ICU device for combined liver, lung, kidney and acid-base support in one device. ADVOS improves survival of patients with MOF from 10 to 50%. No serious side-effects have occurred so far in more than 500 treated patients. Currently, there is no other device in the market that supports all main detoxification organs as the ADVOS system does. As the ADVOS therapy is low-invasive, it can be used by far more intensive care units and can support by far more patients than other devices for e.g. removal of CO2.Although the ADVOS device has the CE mark and is already in the German market (20 first beta user hospitals) the TRL is 6, as we learned in the German market that due to the staff problem and the stressful environment in the ICU the ADVOS usability is by far not good enough to increase revenues more quickly. Therefore, the goal of the SME project ADVOS is faster market entry and penetration through improvement of device usability and ease of use (Integration of accessory components, state of the art turnable touch screen and smart user assistance), integration of IoT for remote access/maintenance in device, and increased marketing and communication measures (Total project cost: 3.3m€ / SME grant amount: 2.3m€).;03.06.21 15:16;226898
887881;Hastlayer;CLOSED;Hastlayer - turning software into hardware for faster computing;01.01.20;30.06.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;High-level synthesis (HLS) is increasingly popular for the design of high-performance and energy-efficient heterogeneous systems, shortening time-to-market and addressing today’s system complexity. HLS allows designers to work at a higher-level of abstraction by using a software program to specify the hardware functionality. Additionally, HLS is particularly interesting for designing field-programmable gate array circuits (FPGA), where hardware implementations can be easily refined and replaced in the target device. Recent years have seen much activity in the HLS research community, with a plethora of HLS tool offerings, from both industry and academia, but none of these solutions are widespread for industrial use.FPGA Programming requires certain skills, specific knowledge and specialised hardware. Gathering these are expensive and due to this limitation can only be achieved by a small fraction of software developers, which makes access to FPGA equally limited. With our solution we aim to give access to those software engineers who lack this specific knowledge.Hastlayer a provides an HLS service consisting of multiple tools that allows desktop, web and mobile software developers to increase the performance of their computationally intensive and resource demanding applications by executing critical parts of their software on a specialised hardware architecture remotely or locally (FPGA) without having the in-depth knowledge of such platforms. This solution results in lower development cost when it comes to optimisation, cheaper hardware when it comes to speeding up a slow program but most importantly makes continuous development exceptionally fast. Before we can turn Hastlayer into a product we need to carry out a feasibility study in order to define use cases tackle security issues and develop the most suitable business mode to maximize market penetration.;15.09.20 18:35;226382
889906;PICSOHF;CLOSED;PICSOHF, A minimally invasive cardiac intervention medical device to regenerate a damaged heart and extend the life of patients with Heart Failure;01.01.20;30.04.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Worldwide 26 million people live with HF (Heart Failure) which is a major burden, not only for the patient, but one that also threatens the sustainability of national healthcare systems. Despite advances in treatment solutions over the last 30 years, improvements have not met the expectations for cardiac recovery and prognosis following heart attack. Current treatments are only partial solutions as they cannot regenerate the damaged heart tissue, and are thus unable to stop the progressive loss of heart function, low short- and medium-term life expectancy, and impoverished quality of life due to co-morbidities and/or frequent and continuous re-hospitalisations. Regenerative concepts, such as cellular therapies to regain cardiac function, once of the greatest hope for heart failure patients, have been recently discredited as they have been unable to show scientific proof of efficacy. Miracor, developed and clinically tested PiCSO, a breakthrough cardiac intervention triggering myocardial regeneration. Our therapy consists of a percutaneous right heart catheter intervention using proprietary software for feedback control that temporarily elevates the pressure in cardiac veins reactivating innate regeneration pathways. We have tested PiCSO in chronic HF patients (8 patients versus 22 controls) and demonstrated that 30 minutes of intervention changed the pattern of regenerative biomarkers in cardiac veins that resulted in significantly improved survival at 10 years follow up. Our patented technology (PiCSOHF ) is changing the market in HF, as no similar device is currently available. Our strategic goal is to become Europe´s leading reference in treating HF. After full technological, clinical and commercial development, PICSOHF profits will increase by +€66M within 5 years after commercial launch.;16.07.20 14:23;226639
889059;OhmMAT-NANO;CLOSED;Next Generation Composite Material Heating;01.12.19;31.05.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Flexible heating systems are used in numerous applications such as the heating of Industrial sized liquid tanks, to de-icing chiller units. However, they are based on silicon with non-optimal thermal conductivity and resistive wire elements. The result is restricted flexibility and low efficiency. OHMVO was a company created to find a solution for the numerous clients frustrated with this solution.We have designed and are patenting a thermally improved and conductive silicon. Highly efficient and flexible, aside from external heating of irregular surfaces, for the first time our product will deliver embedded heating, heating from within a uniform, or complex shaped component.We request phase 1 funding to allow us to complete a prototype demonstration with a potential client and to investigate and select the first applications to target for market entry. With multiple clients already interested and the possibility to drive many new breakthrough applications we are predicting revenues of 16.45M and 32 employees by 2026.;01.09.20 18:29;226407
887722;Colourganisms;CLOSED;Microbial production of custom-made, pure and sustainable anthocyanins;01.02.20;31.10.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;The colour industry is undergoing a radical change as it moves from harmful, synthetic colorants to natural, plant-based colour compounds. This change creates several problems as natural colours are poor in quality, they are impure and they compete directly with agricultural land use and food. To overcome these limitations, at N-CHROMA we have developed a new revolutionary technology to produce colour compounds suitable for the Food & Beverage and Colour Cosmetics industries. We do this by using microorganisms to produce custom-made, high quality and pure anthocyanin compounds in a sustainable and cost effective manner. To achieve this we are using baker’s yeast as a microbial cell factory to produce stable anthocyanins. This class of colour compounds shows advanced characteristics in terms of stability to pH changes, making them more attractive to the target markets. With the SME instrument phase 1 grant, we aim to assess the functionality of our ingredients to existing products. Also, the cost-in-use of our highly pure compounds will be assessed during the technical feasibility study. In addition, we will perform commercial feasibility studies for the use of anthocyanins in the cosmetic, personal care and nutraceutical markets. Such markets have not been investigated so far but they hold great potential for anthocyanins due to their high antioxidant activity and biological function.;01.03.21 19:14;226379
882295;BlueDot;CLOSED;A long-acting, constant release ocular implant for the sustained delivery of biologics and small molecules for the treatment of retinal diseases.;01.11.19;29.02.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Seventy-six million people will suffer from blindness by 2020. Age-related retinal disorders - macular degeneration (AMD) and diabetic macular edema (DME) are two of the leading causes of blindness in the world. About 200,000 new cases of advanced, age-related AMD identified each year in the United States and between 14.9 and 21.5 million cases of early AMD, and between 3.9 and 4.8 million cases of late AMD is expected in Europe by 2040. The complexity of eye anatomy presents challenges for treatment. Current treatment, intravitreal injections (IVI) are the highest growth medical procedure in the globe, with an estimated 20 million intravitreal injections globally in 2016. Ranibizumab, treatment blocking vascular endothelial growth factor (VEGF), which promotes blood vessel growth, costs approximately $2,000 in USA and €1000 per injection. Patients may need up to 12 injection per year. Additionally, this treatment significantly affects patient comfort.MicroSert has developed BlueDot – a novel, long-acting release (LAR) ocular implant for the sustained delivery of biologics and small molecules for the treatment of retinal diseases. BlueDot is implantable to the tear duct and releases therapeutic inside the eye. Implantation requires one-step office-based procedure using proprietary implantation device with safety monitoring system and with no incision needed. BlueDot is refillable and lasts up to two years.The SME-I Phase 1 project perfectly suits the innovation’s current stage of development and overall business strategy allowing MicroSert to check final specifications of BlueDot, establish a sound business development and gain partners necessary for the Phase II study.;13.06.20 14:39;226589
882725;Plural AI;CLOSED;The knowledge engine for finance;01.10.19;31.12.19;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Economic growth and competitiveness are dependent on the investment in companies in order for them to innovate andadvance. But the majority of merger and acquisitions deals end up failing and depleting the value of the companies involved.This in part because proper analysis and data driven decision are not being made during these deals. The current solution tothis problem is human analysis, which takes a lot of time and effort and is very cost intensive. Using natural languageprocessing, machine learning, and knowledge graph technology, Plural AI has developed a beta version of a data scienceplatform for financial analysis capable of generating data driven reports on financial markets and potential acquisitiontargets. Plural AI is a gamechanger as it provides answers to complex questions and allows humans to focus on decisionmakingand strategy. Corporate finance is still behind technologically, meaning that a lot of their financial analysis continuesto be unsophisticated and inaccurate. Plural AI is on the forefront of AI powered financial analysis technology. Plural AI canhelp to bring corporate finance to the future, helping companies to make better financial decisions. This will position us togain a share within the €5 billion global AI fintech market. To reach our goal of changing the market and reaching a marketshare of 5-20% with €89 million revenues by 2024, we plan to follow a SaaS model based on an annual licence fee. Ourcustomers are investors focused on private companies (private equity / venture capital (PE/VC)), strategic investors (internalM&A/corporate development arms of large firms), investment banks and other corporate finance advisors/consultancies.Plural AI’s technology has the potential to reduce instances of fraud in the investment process. It can also help to maximizeEurope’s investments and build strong long-lasting relationships between companies.;08.04.20 13:43;226596
888753;CIPHRA;CLOSED;CIPHRA;01.01.20;30.06.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;The story of data breaches across industries with national, regional, and often global impact is a never-ending one. Theexposure of huge amounts of personal information and identities continues to be a major problem without a solution in sight(see sample on the left of recent breaches to tech giants). At the nexus of the world of cyber security and cyber-crime is theparamount issue of password and encryption key storage – the security measures in place to prevent hacking, and thecapabilities of the illegal hackers to hack into storage sites and decipher encrypted messages.Authentico has inventedCIPHRA which is a hardware dependent cryptographic processor that ensures that passwords and encryption keys areessentially impossible to steal even if a database is hacked into. CIPHRA protects the cryptographic infrastructure bysecurely processing passwords, and generating unclonable encryption keys from authentication requests using a technologycalled PUF (physically unclonable functions). Authentico´s solution stands to be a major alternative to traditional key storagemethods. The keys are always present in the device, by generating the key on request. Information, such as passwordhashes, can be inputted, but never read out or extracted. Even weak passwords cannot be broken because the generatedoutputs are useless for an attacker and the database of encrypted and hashed passwords is useless without the key. This isa far better solution than current approaches because the company’s secret keys are never stored anywhere, at any time,making it extremely difficult for any malicious insider or outside hacker to ever gain access to them.;19.12.20 15:25;226625
879255;HyKinetics;SIGNED;An innovative axial turbine for conversion of hydro-kinetics energy to electricity in rivers and canals;01.01.20;31.12.21;2192125;1534487.5;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-2;SME-2;;"HyKinetics is an innovative and patented 3-blades axial 20 kW micro hydroelectric generator, able to competitively exploit the hydro-kinetics energy of the flowing water, specifically designed for exploitation of renewable energy on rivers and canals, not using dams or waterfalls. HyKinetics is the first product on the market for micro hydropower sector (< 100 kW) able to achieve a Cost of Electricity of comparable with large hydro plants, solar photovoltaic, biomass and geothermal power technologies and presenting a very limited visual and environmental impact, very important for river applications, subjected to stringent environmental constraints.To enter the market with a standardized and easily accessible market, COSBI targets to address as entry point the installation to canals downstream of dam-based hydroelectric power stations, increasing production of existing large hydro power plants of >5%, i.e 17 TWh/year if applied in all hydropower plants in EU28 (the annual electricity consumption of Slovenia). The potential and acceptance of this market segment has been demonstrated by means of a Customer Validation methodology (discussion and agreements with big players owners of large hydropower plants). The Total Available Market of this segment in Europe amounts to 12.2 GW, able to generate a turnover of 26.8 B€. Then, after entering the market, COSBI will face the huge rural electrification sector, with a market potential of up to 40 B€. The objectives of the project are: 1) Manufacturing of ten 20 kW HyKinetics prototypes (Minimum Viable Product); 2) Installation and validation of the prototypes in real testing sites already selected; 3) Achieve the certifications needed for commercialization and optimization of industrial production to reduce cost of production ; 4) Increase market awareness and demonstrate results to potential clients for product launch just after the project.";25.02.21 11:01;226327
889276;GOIN;CLOSED;Development of a fintech saving and investment application based on data-driven learning algorithms and blockchain technology;01.12.19;31.05.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;The financial sector is changing at great speed. New technologies and the entry into force of regulations such as PSD2 and the General Data Protection Regulation (GDPR) will bring about the biggest changes to the financial system in decades.In this context, Goin has merged as the most awarded seed fintech startup, with a scalable and cutting-edge technology with data-driven Learning (High Performance Algorithm) and blockchain, to be used by Millennials in order to save and invest money without knowledge about finances.Goin has tested this product in Spain with limited functionalities and has as internationalized to Italy in recent months. With this project, Goin hopes to scale-up this technology and expand it to other major European cities, to take advantage of the growth opportunity of the fintech sector, which expects a 20% annual growth in the upcoming years.;28.01.21 17:10;226405
886853;GHOSTWRITERAI;CLOSED;Artificial Intelligence for Human-Centered Digital Advertising;01.01.20;30.06.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Finally, you have the full picture to make winning business decisions! A Human-Centered Approach to your Content Strategy has come!Finding public, trends, keyword is a long job. It takes weeks to improve the results. Thanks to GhostwriterAI is a tool that helps you companies what interests have, and what words use, the people in the audience they want to reach. On the other hand, people protect data and privacy, while giving back useful insights deliverable and immediately usable by Companies to improve customer experiences, saving time and money.Companies can bring their audiences closer by speaking their language. We can transform any language in mathematics. Maths can protect data, privacy and giving back useful insights to Companies to improve their customer with meaningful experiences, saving time and money. The solution is cross-industry, and we point to make it cross-language.GhostWriterAI serves to profile people and improve marketing strategy using AI.For example, we helped Moleskine identify new audiences and understand their interests before launching a new product, finding topics and testing ads in a human-centred perspective.Our innovative technology based on Semantics and Artificial Intelligence help companies understanding people interests and words to create a human-centric marketing approach.GhostWriterAI is a proprietary AI technology. We are currently in a TRL6 phase.Our proprietary system is patented in Italy, and validated by technological leaders, like our partners NVIDIA and INTEL, and scientific publishing. We are part of international networks as a winner of European contests (winner Startup of the Year 2018 EU Startup Lighthouse, Winner DDW Analytics at EU, Startup Lighthouse 2018, TOP 50 AI Code_N 2018, TOP Fifty Founders Tech Chill 2019, finalists at Unicredit Start Lab, winners of next EDI round of incubation.The SME instrument phase 1 project is thoroughly aligned with GhostWriterAI’s development strategy.;28.05.21 23:00;226607
885521;LTS;CLOSED;LEARNING TO SLEEP: INCREASING HEALTH THROUGH BETTER SLEEP;01.01.20;30.06.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Learning2Sleep is an online solution for helping people affected by insomnia and poor sleep. Bad sleep affects many people in the developed world. The stress of daily life and work affects sleep patterns, which in turn impacts work performance and quality of life. Given that pharmacological solutions such as sleeping pills are not effective and harbor many side effects and sleep therapy is very expensive, there are few avenues for people to seek help. Learning2Sleep is an online treatment developed by sleep experts versed in Cognitive Behavioral Therapy. It helps people get better anytime and anywhere through a therapeutic program available on mobile devices and the web.;15.12.20 08:51;226360
887490;AVIAZE;CLOSED;The social network for pilots, to make flying safer and cheaper;01.01.20;30.04.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Only in Europe, 150 people lose their lives every year on light aircraft accidents. Flying is not a dangerous activity itself but the technology and regulations binominal is not optimal for this type of aviation. A lot can be done to improve safety margins. Over the years, aviation technology introduced in commercial aviation has led to a dramatic reduction of accidents. Tremendous investments in innovation brought traffic avoidance systems, flight data recorders, aircraft tracking... cutting edge tech that unfortunately cannot be transferred to light aviation straight away, just because of one single reason: high costs.Aeroclubs and flying schools are usually low margin businesses, not to mention leisure flying... Commercial aviation equipment costs are too high and regulators, aware of that, cannot impose them as mandatory. However, they are calling for tailored solutions to save lives while maintaining light aviation financially viable.Imagine a cost effective solution for light aircraft operators and regulators to enhance safety and reduce operational costs just by monitoring and analyzing metrics on every flight. Imagine a software, running in the smartphone of the pilot that could make many of the commercial aviation safety features, available to light airplane pilots. Imagine a social approach to it, a network where pilots can share flights, challenge themselves to fly safer and grow as a community. Imagine this is called AVIAZE.Inspired in the successful app Strava for runners, AVIAZE is the social network for pilots that makes flying safer and cheaper. With an addressable market of 5,5 Million pilots. We have registered +2500 flight hours and +1500 pilots so far, it is fully compliant with EU regulations. We’ve started to internationalize and it is supported by EASA and IAA (authorities).The forecasted ROI is 4,0 after Y5 and we estimate a 2 year pay-back period for the total 1.5M€ investment with the creation of a minimum of 7 additional jobs;14.10.20 04:34;226618
885802;NEOSIGHT;CLOSED;Bringing to the market a new generation of AI-powered Media Monitoring Tools;01.01.20;30.04.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Media Monitoring is the systematic recording of media output related to a specific target, its activities and topics of interest. With the galloping growth of sources, many media monitoring companies have addressed this issue by increasing human resources. However, human expertise which should be focused in advanced analysis is being wasted on time-consuming mechanical tasks.Current commercial solutions peddle the use of “Artificial Intelligence”, but they are still highly dependent on human expertise to filter out irrelevant content.Building on 3 years of cutting-edge AI research funded by H2020, our company Priberam, has developed NEOSIGHT: a real-time crosslingual global media monitoring platform which delivers actionable insight beyond human-scale. Our system continuously ingests massive multilingual data sources and automatically translates, filters, categorizes and generates intelligence reports for media monitoring professionals, based on a scalable SaaS business model. The worldwide market for media monitoring is valued at US$2.23 bn (2017), with an expected CAGR of 13,6% until 2022.NEOSIGHT was co-created with end-users at BBC Research and Deutsche Welle and we have focused on GDPR and the new EU Copyright legislation, making it the first media monitoring tool compliant-by-design (in opposition to the majority of competitor solutions, which are US-based and not centred in these issues).Priberam has developed the best legal access software for Portugal and the most prestigious online dictionary, grammar and semantic search tools, which have been licensed to Amazon, Kobo and Microsoft. Some of our current clients are potential clients of NEOSIGHT: we support the main media groups in Portugal, Spain (El País) and Brazil (Folha de São Paulo) and our team of 24 generated a turnover of 1,4M€ in 2018. We believe that NEOSIGHT will bring Media Monitoring to a new disruptive level, and place European technology in the lead of AI-powered Media Monitoring tools;24.09.20 06:35;226603
888909;WEXOBOT;CLOSED;Faster and cheaper robots for object recognition in Waste sorting through AI and external robot control;01.12.19;31.03.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;The European waste management is not efficient enough to keep up with the targets of the Waste Directive and the waste sorting is not as profitable as it could be with robotizing and object recognition. We introduce the solution to these challenges with the Waste External Robot Control WEXOBOT, a robotic waste sorting system which has the potential to revolutionize waste sorting by replacing low-performing hazardous manual jobs with highly efficient and fast autonomous robotic pickers.The major innovation is a unique self-learning system, which gathers data of its environment, makes smart decisions and moves a robot arm in an unpredictable environment faster than any other system on the market. We work with general purpose industrial robots and turn such mass-produced robots into special purpose robots.Byte Motion aims to support as many robots and brands as possible making them faster and easier to reprogram. The technical solution combines the latest VR/AR solutions for human-like robotic movements with existing robotic technologies to create a new standard for telerobotic and telepresence. As of January 2019, we have developed Byte Motion’s beta version of AI for object recognition which now can recognize glass bottles, PET, Tetra Pak, batteries, and hopefully, it expands to other materials and shapes.The commercialization of WEXOBOT will bring benefits to European society at large as well as to waste managing companies. There will be sustainable effects in economic, ecologic and social terms. For Byte Motion the innovation project will lead to a generation of €6.9 Million in turnover and creating 36 new job positions in a four-year perspective after market launch as well as creating IP rights from the outcome of the Project. The demand for the innovation and support of the proposed Project is presented through the 8 letters of support. The long-term goal of this project is to create a successful market introduction and growth path for Byte Motion’s innovation;01.09.20 18:29;226399
886285;Click and Spray;CLOSED;A SIMPLER, CHEAPER AND EASIER TO RECYCLE AEROSOL CONTAINER;01.01.20;30.04.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Aerosol containers have remained virtually unchanged since they were first invented in the 1950’s. Aerosols have multiple unnecessary components, each of which must be sourced from separate suppliers and use significant aluminium (1.58 kg/1,000 units). Multiple components means that specialized equipment is needed to assemble aerosols and slows down filling times. It also makes final products difficult to recycle with 704 million aerosols sent to landfills every year. Purple Holding has developed a completely new aerosol container, Click/Spray, that will shake up this stagnant market for the first time in over 50 years. Our radical new design doesn’t change standard components of conventional aerosols, but completely rethinks their structure to remove the need for a valve mounting cup. Our new, patented valve creates for the first time an opportunity to design endless options for new sizes and shapes. Fewer components means our products are 20% faster to manufacture and assemble, 25% faster to fill, use 5% aluminium and are easier to recycle. This saves the manufacturer €30/1,000 units and 1.5 kg of aluminium for 1,000 units for a reduced environmental impact. This gives aerosol manufacturers and the brand owners who use these products, incredible cost margins and up to 20% more revenue as well as greater control over supply.;07.08.20 14:20;226609
887880;ARON;CLOSED;Assay-Ready Organ Network;01.01.20;30.06.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;In drug development, there is an urgent need for more physiological and predictive pre-clinical in-vitro assays to test the efficacy and toxicity of compounds. This to allow new medicines to be brought to the market quicker and safer. With the growing biological complexity of today’s diseases, it is vital to have interconnected 3D tissue structures of multiple organs in order to investigate biological cross-talk. Today, such physiological and predictive pre-clinical in-vitro assays are not available.Here, InSphero presents ARON, their Assay-Ready Organ Network, to address the urgent need for more physiological and predictive pre-clinical in-vitro assays and aims to study the feasibility of a successful market introduction. ARON is the most advanced modular in-vitro assay platform and will set a new standard for a wide range of cell-based pre-clinical testing by shifting the organ-on-a-chip technology from a late-stage, luxury service to routinely used ready-to-use assays. This enables pharma and biotech companies to develop drugs in a faster and more efficient way, without the use of animals. All elements and process steps guarantee routine implementation for everyone, while experimental complexity is minimized. ARON has the unique option that the consumables are assay-ready, directly shipped on-site, on-demand, and worldwide.InSphero is a leading supplier of organotypic in-vitro 3D microtissues for predictive drug testing and has grown yearly by 40% in the past years. ARON will turn today's service possibilities into a scalable product and will enable to offer assays for highly competitive pricing. The (USA dominated) 3D tissue market is expected to grow with CAGR of 63% to reach a market size of 1.5 billion EUR in 2024. A successful market introduction will impact the EU’s society and economy by creating hundreds of jobs, accelerating drug development that will improve the health of EU-citizens, while reducing cost, time-to-market and the need for animal testing;26.11.20 07:22;226619
884142;NEMASIS;CLOSED;The next generation energy management solution for industry 4.0;01.11.19;30.04.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;The industrial sector emits about 28% of global greenhouse gas emissions (mostly CO2), making it a major contributor to global warming and rising environmental emergency. At the same time, the current generation of energy management software is far from enabling efficient energy management at complex industrial sites. The available applications are not able to capture the full process chain, including energy conversions and locally produced commodities which are very typical in the industry. The challenge lies not only in applying analytics to enormous amounts of energy data, but also in linking this data with external information – industrial processes and production data, regulatory info and market data.We tackle these challenges by implementing novel modelling techniques. The Energy Hub is the first energy management platform that makes complex industrial processes fully energy transparent and complies with all upcoming regulation. The Energy Hub unlocks to an unprecedented extent insight into efficiency, deviations and cost allocation, down to product level and in real time, that none of the other tools is currently able to compete with. It leads to savings in energy consumption from 5% to 15%, helping industrial companies to reduce CO2 competitively. By boosting efficiency, the Energy Hub contributes to achieving climate goals and sustainable economic growth.Our value proposition has been validated by numerous industrial giants including our early adopters Johnson & Johnson and Pfizer. The 500 largest targeted customers in the EU alone represent 3,500 industrial sites with a €300 million recurring revenue potential to us per annum. Our target for 2025 is to have at least 500 industrial sites connected to the Energy Hub thus saving 1% CO2 emissions in the EU.This feasibility study is aimed at validating technical and economic feasibility of the Energy Hub before moving forward with end-stage development within the framework of the EIC Accelerator programme.;27.08.20 18:49;226597
881226;ETC Solarshade;SIGNED;Invisible metal contacts for solar cells – boosting power output while cutting costs;01.10.19;30.09.21;2903347.5;2032343.25;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-2;SME-2;;"Solar cells use metal contacts to convert sunlight into electricity. Flat metal contacts typically cover 5% of the solar cell front surface, blocking some incoming sunlight from reaching the active area of the solar cell. This shading loss is the largest single contributor to performance loss in 95% of commercial solar cells. ExcellenceETC Solar has developed Effectively Transparent Contacts (ETCs) that eliminate shading losses. Unlike incumbent technologies, our patented ETCs efficiently redirect sunlight back to the active area of solar cells. ECTs achieve optical transparency of 99.9%, offer excellent conductivity and boost solar cell power output by 5%:  they are the world’s highest performing front contact technology. We developed and built a specialist printing tool to integrate ETCs directly onto solar cells. ImpactIn this project, we will commercially launch ETCs in our beachhead market, III-V solar cells – widely used in satellites, aerospace, cars and consumer products. We will sell the ETC printing tool directly to solar cell manufacturers. The total III-V solar cell market size is €9BN; the Serviceable Addressable Market is €235M, plus annual recurring revenues of €36M for consumables. Implementation The founding team includes experts in solar energy the US and Europé, and the founder of the world’s largest III-V solar cell manufacturer. This project will transition our working prototype into commercial production. Our global sales funnel already includes two conditional orders, four ongoing customer pilot tests and 19 potential customers who have expressed strong interest in adopting ETC technology.";04.12.19 11:33;226330
884831;TPV 2500;CLOSED;High performance hydraulic pump for off road mobile equipment;01.01.20;30.04.20;71429;50000;;EIC-SMEInst-2018-2020;;H2020;;H2020-SMEInst-2018-2020-1;SME-1;;Today’s eco-conscious landscape is creating ever-increasing demands on hydraulics to transition to more efficient and quieter solutions with smaller carbon footprint. Mobile hydraulic original equipment manufacturers (OEMs) need solutions to ensure their mobile equipment comply with the stricter EU stage V emission mandate, effective from 2019. Emission reduction systems may be needed which, however, will increase the overall weight of the hydraulic vehicle, resulting in higher fuel consumption. We, at Hansa TMP, with global presence in 64 countries and manufacturers of electro-hydraulic components and systems for mobile and industrial machinery, realised axial piston hydraulic technology as vital for green, efficient mobile equipment and a key development relevant for advancing the emerging electric hydraulic mobile equipment industry. The limitations of current axial piston pumps are higher energy consumption, lack of hydraulics-electronics interconnectivity and low life span. In response, we have developed TPV2500, a compact axial hydraulic piston pump which offers 10% higher energy efficiency, better reliability, efficient automotive control, 100 bars higher working pressure and 5% reduction in maintenance time. The growing agriculture and construction sectors, which account for 75% of all the mobile off-highway market segment sales, are contributing substantially to the axial piston hydraulic pumps market, projected to grow to €1.90Bn in 2025 at a 4.3% CAGR. In Phase 1, we plan to carry out technical and commercial validation and consolidate our commercialisation strategy. These activities will supplement €0.5M worth of work already invested in the project. We expect +€16.4M revenues after 5 years of exploitation of the technology. The European hydraulic vehicles owners will reduce fuel costs, while boosting the EU’s status as leader in hydraulic technology and global competitiveness of its OEMs. EU stands to save €2.2B to 12.0B yearly in fuel imports.;24.09.20 06:35;226598
